roomNumber;dayOfWeek;block;capacity;floor;resourceId;detailCodes
R-035;saturday;D;110;;R-035_saturday_D;ACAS,ACES,AUDA,DATA,NEES,TAUT,TMSU
R-035;sunday;D;110;;R-035_sunday_D;ACAS,ACES,AUDA,DATA,NEES,TAUT,TMSU
R-035;thursday;D;110;;R-035_thursday_D;ACAS,ACES,AUDA,DATA,NEES,TAUT,TMSU
R-035;tuesday;D;110;;R-035_tuesday_D;ACAS,ACES,AUDA,DATA,NEES,TAUT,TMSU
R-035;wednesday;D;110;;R-035_wednesday_D;ACAS,ACES,AUDA,DATA,NEES,TAUT,TMSU
R-035;friday;E;110;;R-035_friday_E;ACAS,ACES,AUDA,DATA,NEES,TAUT,TMSU
R-035;monday;E;110;;R-035_monday_E;ACAS,ACES,AUDA,DATA,NEES,TAUT,TMSU
R-035;saturday;E;110;;R-035_saturday_E;ACAS,ACES,AUDA,DATA,NEES,TAUT,TMSU
R-035;sunday;E;110;;R-035_sunday_E;ACAS,ACES,AUDA,DATA,NEES,TAUT,TMSU
R-035;thursday;E;110;;R-035_thursday_E;ACAS,ACES,AUDA,DATA,NEES,TAUT,TMSU
R-035;tuesday;E;110;;R-035_tuesday_E;ACAS,ACES,AUDA,DATA,NEES,TAUT,TMSU
R-035;wednesday;E;110;;R-035_wednesday_E;ACAS,ACES,AUDA,DATA,NEES,TAUT,TMSU
R-035;friday;F;110;;R-035_friday_F;ACAS,ACES,AUDA,DATA,NEES,TAUT,TMSU
R-035;monday;F;110;;R-035_monday_F;ACAS,ACES,AUDA,DATA,NEES,TAUT,TMSU
R-035;saturday;F;110;;R-035_saturday_F;ACAS,ACES,AUDA,DATA,NEES,TAUT,TMSU
R-035;sunday;F;110;;R-035_sunday_F;ACAS,ACES,AUDA,DATA,NEES,TAUT,TMSU
R-035;thursday;F;110;;R-035_thursday_F;ACAS,ACES,AUDA,DATA,NEES,TAUT,TMSU
R-035;tuesday;F;110;;R-035_tuesday_F;ACAS,ACES,AUDA,DATA,NEES,TAUT,TMSU
R-035;wednesday;F;110;;R-035_wednesday_F;ACAS,ACES,AUDA,DATA,NEES,TAUT,TMSU
R-035;friday;G;110;;R-035_friday_G;ACAS,ACES,AUDA,DATA,NEES,TAUT,TMSU
R-035;monday;G;110;;R-035_monday_G;ACAS,ACES,AUDA,DATA,NEES,TAUT,TMSU
R-035;saturday;G;110;;R-035_saturday_G;ACAS,ACES,AUDA,DATA,NEES,TAUT,TMSU
R-035;sunday;G;110;;R-035_sunday_G;ACAS,ACES,AUDA,DATA,NEES,TAUT,TMSU
R-035;thursday;G;110;;R-035_thursday_G;ACAS,ACES,AUDA,DATA,NEES,TAUT,TMSU
R-035;tuesday;G;110;;R-035_tuesday_G;ACAS,ACES,AUDA,DATA,NEES,TAUT,TMSU
R-035;wednesday;G;110;;R-035_wednesday_G;ACAS,ACES,AUDA,DATA,NEES,TAUT,TMSU
R-036;friday;A;35;;R-036_friday_A;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-036;monday;A;35;;R-036_monday_A;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-036;saturday;A;35;;R-036_saturday_A;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-036;sunday;A;35;;R-036_sunday_A;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-036;thursday;A;35;;R-036_thursday_A;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-036;tuesday;A;35;;R-036_tuesday_A;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-036;wednesday;A;35;;R-036_wednesday_A;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-036;friday;B;35;;R-036_friday_B;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-036;monday;B;35;;R-036_monday_B;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-036;saturday;B;35;;R-036_saturday_B;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-036;sunday;B;35;;R-036_sunday_B;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-036;thursday;B;35;;R-036_thursday_B;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-036;tuesday;B;35;;R-036_tuesday_B;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-036;wednesday;B;35;;R-036_wednesday_B;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-036;friday;C;35;;R-036_friday_C;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-036;monday;C;35;;R-036_monday_C;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-036;saturday;C;35;;R-036_saturday_C;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-036;sunday;C;35;;R-036_sunday_C;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-036;tuesday;C;35;;R-036_tuesday_C;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-036;wednesday;C;35;;R-036_wednesday_C;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-036;friday;D;35;;R-036_friday_D;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-036;monday;D;35;;R-036_monday_D;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-036;saturday;D;35;;R-036_saturday_D;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-036;sunday;D;35;;R-036_sunday_D;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-036;thursday;D;35;;R-036_thursday_D;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-036;tuesday;D;35;;R-036_tuesday_D;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-036;wednesday;D;35;;R-036_wednesday_D;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-036;friday;E;35;;R-036_friday_E;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-036;monday;E;35;;R-036_monday_E;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-036;saturday;E;35;;R-036_saturday_E;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-036;sunday;E;35;;R-036_sunday_E;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-036;thursday;E;35;;R-036_thursday_E;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-036;tuesday;E;35;;R-036_tuesday_E;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-036;wednesday;E;35;;R-036_wednesday_E;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-036;friday;F;35;;R-036_friday_F;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-036;monday;F;35;;R-036_monday_F;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-036;saturday;F;35;;R-036_saturday_F;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-036;sunday;F;35;;R-036_sunday_F;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-036;thursday;F;35;;R-036_thursday_F;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-036;tuesday;F;35;;R-036_tuesday_F;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-036;wednesday;F;35;;R-036_wednesday_F;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-036;friday;G;35;;R-036_friday_G;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-036;monday;G;35;;R-036_monday_G;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-036;saturday;G;35;;R-036_saturday_G;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-036;sunday;G;35;;R-036_sunday_G;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-036;thursday;G;35;;R-036_thursday_G;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-036;tuesday;G;35;;R-036_tuesday_G;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-036;wednesday;G;35;;R-036_wednesday_G;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-037;friday;A;35;;R-037_friday_A;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-037;monday;A;35;;R-037_monday_A;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-037;saturday;A;35;;R-037_saturday_A;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-037;sunday;A;35;;R-037_sunday_A;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-037;thursday;A;35;;R-037_thursday_A;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-037;tuesday;A;35;;R-037_tuesday_A;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-037;wednesday;A;35;;R-037_wednesday_A;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-037;friday;B;35;;R-037_friday_B;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-037;monday;B;35;;R-037_monday_B;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-037;saturday;B;35;;R-037_saturday_B;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-037;sunday;B;35;;R-037_sunday_B;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-037;thursday;B;35;;R-037_thursday_B;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-037;tuesday;B;35;;R-037_tuesday_B;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-037;wednesday;B;35;;R-037_wednesday_B;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-037;friday;C;35;;R-037_friday_C;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-037;monday;C;35;;R-037_monday_C;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-037;saturday;C;35;;R-037_saturday_C;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-037;sunday;C;35;;R-037_sunday_C;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-037;tuesday;C;35;;R-037_tuesday_C;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-037;wednesday;C;35;;R-037_wednesday_C;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-037;friday;D;35;;R-037_friday_D;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-037;monday;D;35;;R-037_monday_D;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-037;saturday;D;35;;R-037_saturday_D;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-037;sunday;D;35;;R-037_sunday_D;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-037;thursday;D;35;;R-037_thursday_D;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-037;tuesday;D;35;;R-037_tuesday_D;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-037;wednesday;D;35;;R-037_wednesday_D;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-037;friday;E;35;;R-037_friday_E;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-037;monday;E;35;;R-037_monday_E;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-037;saturday;E;35;;R-037_saturday_E;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-037;sunday;E;35;;R-037_sunday_E;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-037;thursday;E;35;;R-037_thursday_E;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-037;tuesday;E;35;;R-037_tuesday_E;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-037;wednesday;E;35;;R-037_wednesday_E;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-037;friday;F;35;;R-037_friday_F;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-037;monday;F;35;;R-037_monday_F;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-037;saturday;F;35;;R-037_saturday_F;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-037;sunday;F;35;;R-037_sunday_F;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-037;thursday;F;35;;R-037_thursday_F;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-037;tuesday;F;35;;R-037_tuesday_F;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-037;wednesday;F;35;;R-037_wednesday_F;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-037;friday;G;35;;R-037_friday_G;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-037;monday;G;35;;R-037_monday_G;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-037;saturday;G;35;;R-037_saturday_G;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-037;sunday;G;35;;R-037_sunday_G;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-037;thursday;G;35;;R-037_thursday_G;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-037;tuesday;G;35;;R-037_tuesday_G;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-037;wednesday;G;35;;R-037_wednesday_G;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-038;friday;A;35;;R-038_friday_A;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-038;monday;A;35;;R-038_monday_A;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-038;saturday;A;35;;R-038_saturday_A;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-038;sunday;A;35;;R-038_sunday_A;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-038;thursday;A;35;;R-038_thursday_A;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-038;tuesday;A;35;;R-038_tuesday_A;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-038;wednesday;A;35;;R-038_wednesday_A;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-038;friday;B;35;;R-038_friday_B;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-038;monday;B;35;;R-038_monday_B;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-038;saturday;B;35;;R-038_saturday_B;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-038;sunday;B;35;;R-038_sunday_B;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-038;thursday;B;35;;R-038_thursday_B;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-038;tuesday;B;35;;R-038_tuesday_B;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-038;wednesday;B;35;;R-038_wednesday_B;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-038;friday;C;35;;R-038_friday_C;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-038;monday;C;35;;R-038_monday_C;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-038;saturday;C;35;;R-038_saturday_C;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-038;sunday;C;35;;R-038_sunday_C;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-038;tuesday;C;35;;R-038_tuesday_C;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-038;wednesday;C;35;;R-038_wednesday_C;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-038;friday;D;35;;R-038_friday_D;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-038;monday;D;35;;R-038_monday_D;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-038;saturday;D;35;;R-038_saturday_D;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-038;sunday;D;35;;R-038_sunday_D;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-038;thursday;D;35;;R-038_thursday_D;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-038;tuesday;D;35;;R-038_tuesday_D;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-038;wednesday;D;35;;R-038_wednesday_D;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-038;friday;E;35;;R-038_friday_E;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-038;monday;E;35;;R-038_monday_E;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-038;saturday;E;35;;R-038_saturday_E;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-038;sunday;E;35;;R-038_sunday_E;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-038;thursday;E;35;;R-038_thursday_E;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-038;tuesday;E;35;;R-038_tuesday_E;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-038;wednesday;E;35;;R-038_wednesday_E;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-038;friday;F;35;;R-038_friday_F;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-038;monday;F;35;;R-038_monday_F;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-038;saturday;F;35;;R-038_saturday_F;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-038;sunday;F;35;;R-038_sunday_F;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-038;thursday;F;35;;R-038_thursday_F;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-038;tuesday;F;35;;R-038_tuesday_F;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-038;wednesday;F;35;;R-038_wednesday_F;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-038;friday;G;35;;R-038_friday_G;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-038;monday;G;35;;R-038_monday_G;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-038;saturday;G;35;;R-038_saturday_G;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-038;sunday;G;35;;R-038_sunday_G;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-038;thursday;G;35;;R-038_thursday_G;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-038;tuesday;G;35;;R-038_tuesday_G;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-038;wednesday;G;35;;R-038_wednesday_G;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-039;friday;A;35;;R-039_friday_A;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-039;monday;A;35;;R-039_monday_A;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-039;saturday;A;35;;R-039_saturday_A;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-039;sunday;A;35;;R-039_sunday_A;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-039;thursday;A;35;;R-039_thursday_A;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-039;tuesday;A;35;;R-039_tuesday_A;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-039;wednesday;A;35;;R-039_wednesday_A;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-039;friday;B;35;;R-039_friday_B;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-039;monday;B;35;;R-039_monday_B;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-039;saturday;B;35;;R-039_saturday_B;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-039;sunday;B;35;;R-039_sunday_B;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-039;thursday;B;35;;R-039_thursday_B;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-039;tuesday;B;35;;R-039_tuesday_B;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-039;wednesday;B;35;;R-039_wednesday_B;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-039;friday;C;35;;R-039_friday_C;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-039;monday;C;35;;R-039_monday_C;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-039;saturday;C;35;;R-039_saturday_C;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-039;sunday;C;35;;R-039_sunday_C;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-039;tuesday;C;35;;R-039_tuesday_C;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-039;wednesday;C;35;;R-039_wednesday_C;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-039;friday;D;35;;R-039_friday_D;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-039;monday;D;35;;R-039_monday_D;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-039;saturday;D;35;;R-039_saturday_D;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-039;sunday;D;35;;R-039_sunday_D;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-039;thursday;D;35;;R-039_thursday_D;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-039;tuesday;D;35;;R-039_tuesday_D;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-039;wednesday;D;35;;R-039_wednesday_D;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-039;friday;E;35;;R-039_friday_E;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-039;monday;E;35;;R-039_monday_E;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-039;saturday;E;35;;R-039_saturday_E;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-039;sunday;E;35;;R-039_sunday_E;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-039;thursday;E;35;;R-039_thursday_E;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-039;tuesday;E;35;;R-039_tuesday_E;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-039;wednesday;E;35;;R-039_wednesday_E;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-039;friday;F;35;;R-039_friday_F;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-039;monday;F;35;;R-039_monday_F;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-039;saturday;F;35;;R-039_saturday_F;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-039;sunday;F;35;;R-039_sunday_F;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-039;thursday;F;35;;R-039_thursday_F;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-039;tuesday;F;35;;R-039_tuesday_F;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-039;wednesday;F;35;;R-039_wednesday_F;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-039;friday;G;35;;R-039_friday_G;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-039;monday;G;35;;R-039_monday_G;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-039;saturday;G;35;;R-039_saturday_G;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-039;sunday;G;35;;R-039_sunday_G;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-039;thursday;G;35;;R-039_thursday_G;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-039;tuesday;G;35;;R-039_tuesday_G;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-039;wednesday;G;35;;R-039_wednesday_G;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-040;friday;A;35;;R-040_friday_A;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-040;monday;A;35;;R-040_monday_A;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-040;saturday;A;35;;R-040_saturday_A;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-040;sunday;A;35;;R-040_sunday_A;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-040;thursday;A;35;;R-040_thursday_A;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-040;tuesday;A;35;;R-040_tuesday_A;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-040;wednesday;A;35;;R-040_wednesday_A;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-040;friday;B;35;;R-040_friday_B;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-040;monday;B;35;;R-040_monday_B;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-040;saturday;B;35;;R-040_saturday_B;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-040;sunday;B;35;;R-040_sunday_B;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-040;thursday;B;35;;R-040_thursday_B;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-040;tuesday;B;35;;R-040_tuesday_B;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-040;wednesday;B;35;;R-040_wednesday_B;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-040;friday;C;35;;R-040_friday_C;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-040;monday;C;35;;R-040_monday_C;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-040;saturday;C;35;;R-040_saturday_C;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-040;sunday;C;35;;R-040_sunday_C;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-040;tuesday;C;35;;R-040_tuesday_C;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-040;wednesday;C;35;;R-040_wednesday_C;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-040;friday;D;35;;R-040_friday_D;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-040;monday;D;35;;R-040_monday_D;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-040;saturday;D;35;;R-040_saturday_D;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-040;sunday;D;35;;R-040_sunday_D;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-040;thursday;D;35;;R-040_thursday_D;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-040;tuesday;D;35;;R-040_tuesday_D;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-040;wednesday;D;35;;R-040_wednesday_D;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-040;friday;E;35;;R-040_friday_E;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-040;monday;E;35;;R-040_monday_E;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-040;saturday;E;35;;R-040_saturday_E;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-040;sunday;E;35;;R-040_sunday_E;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-040;thursday;E;35;;R-040_thursday_E;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-040;tuesday;E;35;;R-040_tuesday_E;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-040;wednesday;E;35;;R-040_wednesday_E;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-040;friday;F;35;;R-040_friday_F;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-040;monday;F;35;;R-040_monday_F;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-040;saturday;F;35;;R-040_saturday_F;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-040;sunday;F;35;;R-040_sunday_F;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-040;thursday;F;35;;R-040_thursday_F;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-040;tuesday;F;35;;R-040_tuesday_F;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-040;wednesday;F;35;;R-040_wednesday_F;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-040;friday;G;35;;R-040_friday_G;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-040;monday;G;35;;R-040_monday_G;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-040;saturday;G;35;;R-040_saturday_G;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-040;sunday;G;35;;R-040_sunday_G;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-040;thursday;G;35;;R-040_thursday_G;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-040;tuesday;G;35;;R-040_tuesday_G;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-040;wednesday;G;35;;R-040_wednesday_G;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-041;friday;A;35;;R-041_friday_A;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-041;monday;A;35;;R-041_monday_A;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-041;saturday;A;35;;R-041_saturday_A;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-041;sunday;A;35;;R-041_sunday_A;ACAS,ACES,AUDA,DATA,TMAN,TMSU
R-041;thursday;A;35;;R-041_thursday_A;ACAS,ACES,AUDA,DATA,TMAN,TMSU
