roomNumber;dayOfWeek;block;capacity;floor;resourceId;detailCodes
R-018;wednesday;C;55;;R-018_wednesday_C;AUDA,DATA,TAUT,TMSU
R-018;friday;D;55;;R-018_friday_D;AUDA,DATA,TAUT,TMSU
R-018;monday;D;55;;R-018_monday_D;AUDA,DATA,TAUT,TMSU
R-018;saturday;D;55;;R-018_saturday_D;AUDA,DATA,TAUT,TMSU
R-018;sunday;D;55;;R-018_sunday_D;AUDA,DATA,TAUT,TMSU
R-018;thursday;D;55;;R-018_thursday_D;AUDA,DATA,TAUT,TMSU
R-018;tuesday;D;55;;R-018_tuesday_D;AUDA,DATA,TAUT,TMSU
R-018;wednesday;D;55;;R-018_wednesday_D;AUDA,DATA,TAUT,TMSU
R-018;friday;E;55;;R-018_friday_E;AUDA,DATA,TAUT,TMSU
R-018;monday;E;55;;R-018_monday_E;AUDA,DATA,TAUT,TMSU
R-018;saturday;E;55;;R-018_saturday_E;AUDA,DATA,TAUT,TMSU
R-018;sunday;E;55;;R-018_sunday_E;AUDA,DATA,TAUT,TMSU
R-018;thursday;E;55;;R-018_thursday_E;AUDA,DATA,TAUT,TMSU
R-018;tuesday;E;55;;R-018_tuesday_E;AUDA,DATA,TAUT,TMSU
R-018;wednesday;E;55;;R-018_wednesday_E;AUDA,DATA,TAUT,TMSU
R-018;friday;F;55;;R-018_friday_F;AUDA,DATA,TAUT,TMSU
R-018;monday;F;55;;R-018_monday_F;AUDA,DATA,TAUT,TMSU
R-018;saturday;F;55;;R-018_saturday_F;AUDA,DATA,TAUT,TMSU
R-018;sunday;F;55;;R-018_sunday_F;AUDA,DATA,TAUT,TMSU
R-018;thursday;F;55;;R-018_thursday_F;AUDA,DATA,TAUT,TMSU
R-018;tuesday;F;55;;R-018_tuesday_F;AUDA,DATA,TAUT,TMSU
R-018;wednesday;F;55;;R-018_wednesday_F;AUDA,DATA,TAUT,TMSU
R-018;friday;G;55;;R-018_friday_G;AUDA,DATA,TAUT,TMSU
R-018;monday;G;55;;R-018_monday_G;AUDA,DATA,TAUT,TMSU
R-018;saturday;G;55;;R-018_saturday_G;AUDA,DATA,TAUT,TMSU
R-018;sunday;G;55;;R-018_sunday_G;AUDA,DATA,TAUT,TMSU
R-018;thursday;G;55;;R-018_thursday_G;AUDA,DATA,TAUT,TMSU
R-018;tuesday;G;55;;R-018_tuesday_G;AUDA,DATA,TAUT,TMSU
R-018;wednesday;G;55;;R-018_wednesday_G;AUDA,DATA,TAUT,TMSU
R-019;friday;A;50;;R-019_friday_A;AUDA,DATA,TAUT,TMSU
R-019;monday;A;50;;R-019_monday_A;AUDA,DATA,TAUT,TMSU
R-019;saturday;A;50;;R-019_saturday_A;AUDA,DATA,TAUT,TMSU
R-019;sunday;A;50;;R-019_sunday_A;AUDA,DATA,TAUT,TMSU
R-019;thursday;A;50;;R-019_thursday_A;AUDA,DATA,TAUT,TMSU
R-019;tuesday;A;50;;R-019_tuesday_A;AUDA,DATA,TAUT,TMSU
R-019;wednesday;A;50;;R-019_wednesday_A;AUDA,DATA,TAUT,TMSU
R-019;friday;B;50;;R-019_friday_B;AUDA,DATA,TAUT,TMSU
R-019;monday;B;50;;R-019_monday_B;AUDA,DATA,TAUT,TMSU
R-019;sunday;B;50;;R-019_sunday_B;AUDA,DATA,TAUT,TMSU
R-019;thursday;B;50;;R-019_thursday_B;AUDA,DATA,TAUT,TMSU
R-019;tuesday;B;50;;R-019_tuesday_B;AUDA,DATA,TAUT,TMSU
R-019;wednesday;B;50;;R-019_wednesday_B;AUDA,DATA,TAUT,TMSU
R-019;friday;C;50;;R-019_friday_C;AUDA,DATA,TAUT,TMSU
R-019;monday;C;50;;R-019_monday_C;AUDA,DATA,TAUT,TMSU
R-019;sunday;C;50;;R-019_sunday_C;AUDA,DATA,TAUT,TMSU
R-019;tuesday;C;50;;R-019_tuesday_C;AUDA,DATA,TAUT,TMSU
R-019;wednesday;C;50;;R-019_wednesday_C;AUDA,DATA,TAUT,TMSU
R-019;friday;D;50;;R-019_friday_D;AUDA,DATA,TAUT,TMSU
R-019;monday;D;50;;R-019_monday_D;AUDA,DATA,TAUT,TMSU
R-019;saturday;D;50;;R-019_saturday_D;AUDA,DATA,TAUT,TMSU
R-019;sunday;D;50;;R-019_sunday_D;AUDA,DATA,TAUT,TMSU
R-019;thursday;D;50;;R-019_thursday_D;AUDA,DATA,TAUT,TMSU
R-019;tuesday;D;50;;R-019_tuesday_D;AUDA,DATA,TAUT,TMSU
R-019;wednesday;D;50;;R-019_wednesday_D;AUDA,DATA,TAUT,TMSU
R-019;friday;E;50;;R-019_friday_E;AUDA,DATA,TAUT,TMSU
R-019;monday;E;50;;R-019_monday_E;AUDA,DATA,TAUT,TMSU
R-019;saturday;E;50;;R-019_saturday_E;AUDA,DATA,TAUT,TMSU
R-019;sunday;E;50;;R-019_sunday_E;AUDA,DATA,TAUT,TMSU
R-019;thursday;E;50;;R-019_thursday_E;AUDA,DATA,TAUT,TMSU
R-019;tuesday;E;50;;R-019_tuesday_E;AUDA,DATA,TAUT,TMSU
R-019;wednesday;E;50;;R-019_wednesday_E;AUDA,DATA,TAUT,TMSU
R-019;friday;F;50;;R-019_friday_F;AUDA,DATA,TAUT,TMSU
R-019;monday;F;50;;R-019_monday_F;AUDA,DATA,TAUT,TMSU
R-019;saturday;F;50;;R-019_saturday_F;AUDA,DATA,TAUT,TMSU
R-019;sunday;F;50;;R-019_sunday_F;AUDA,DATA,TAUT,TMSU
R-019;thursday;F;50;;R-019_thursday_F;AUDA,DATA,TAUT,TMSU
R-019;tuesday;F;50;;R-019_tuesday_F;AUDA,DATA,TAUT,TMSU
R-019;wednesday;F;50;;R-019_wednesday_F;AUDA,DATA,TAUT,TMSU
R-019;friday;G;50;;R-019_friday_G;AUDA,DATA,TAUT,TMSU
R-019;monday;G;50;;R-019_monday_G;AUDA,DATA,TAUT,TMSU
R-019;saturday;G;50;;R-019_saturday_G;AUDA,DATA,TAUT,TMSU
R-019;sunday;G;50;;R-019_sunday_G;AUDA,DATA,TAUT,TMSU
R-019;thursday;G;50;;R-019_thursday_G;AUDA,DATA,TAUT,TMSU
R-019;tuesday;G;50;;R-019_tuesday_G;AUDA,DATA,TAUT,TMSU
R-019;wednesday;G;50;;R-019_wednesday_G;AUDA,DATA,TAUT,TMSU
R-020;friday;A;50;;R-020_friday_A;AUDA,DATA,ESTA,TAUT,TMSU
R-020;monday;A;50;;R-020_monday_A;AUDA,DATA,ESTA,TAUT,TMSU
R-020;saturday;A;50;;R-020_saturday_A;AUDA,DATA,ESTA,TAUT,TMSU
R-020;sunday;A;50;;R-020_sunday_A;AUDA,DATA,ESTA,TAUT,TMSU
R-020;thursday;A;50;;R-020_thursday_A;AUDA,DATA,ESTA,TAUT,TMSU
R-020;tuesday;A;50;;R-020_tuesday_A;AUDA,DATA,ESTA,TAUT,TMSU
R-020;wednesday;A;50;;R-020_wednesday_A;AUDA,DATA,ESTA,TAUT,TMSU
R-020;friday;B;50;;R-020_friday_B;AUDA,DATA,ESTA,TAUT,TMSU
R-020;monday;B;50;;R-020_monday_B;AUDA,DATA,ESTA,TAUT,TMSU
R-020;sunday;B;50;;R-020_sunday_B;AUDA,DATA,ESTA,TAUT,TMSU
R-020;thursday;B;50;;R-020_thursday_B;AUDA,DATA,ESTA,TAUT,TMSU
R-020;tuesday;B;50;;R-020_tuesday_B;AUDA,DATA,ESTA,TAUT,TMSU
R-020;wednesday;B;50;;R-020_wednesday_B;AUDA,DATA,ESTA,TAUT,TMSU
R-020;friday;C;50;;R-020_friday_C;AUDA,DATA,ESTA,TAUT,TMSU
R-020;monday;C;50;;R-020_monday_C;AUDA,DATA,ESTA,TAUT,TMSU
R-020;sunday;C;50;;R-020_sunday_C;AUDA,DATA,ESTA,TAUT,TMSU
R-020;tuesday;C;50;;R-020_tuesday_C;AUDA,DATA,ESTA,TAUT,TMSU
R-020;wednesday;C;50;;R-020_wednesday_C;AUDA,DATA,ESTA,TAUT,TMSU
R-020;friday;D;50;;R-020_friday_D;AUDA,DATA,ESTA,TAUT,TMSU
R-020;monday;D;50;;R-020_monday_D;AUDA,DATA,ESTA,TAUT,TMSU
R-020;saturday;D;50;;R-020_saturday_D;AUDA,DATA,ESTA,TAUT,TMSU
R-020;sunday;D;50;;R-020_sunday_D;AUDA,DATA,ESTA,TAUT,TMSU
R-020;thursday;D;50;;R-020_thursday_D;AUDA,DATA,ESTA,TAUT,TMSU
R-020;tuesday;D;50;;R-020_tuesday_D;AUDA,DATA,ESTA,TAUT,TMSU
R-020;wednesday;D;50;;R-020_wednesday_D;AUDA,DATA,ESTA,TAUT,TMSU
R-020;friday;E;50;;R-020_friday_E;AUDA,DATA,ESTA,TAUT,TMSU
R-020;monday;E;50;;R-020_monday_E;AUDA,DATA,ESTA,TAUT,TMSU
R-020;saturday;E;50;;R-020_saturday_E;AUDA,DATA,ESTA,TAUT,TMSU
R-020;sunday;E;50;;R-020_sunday_E;AUDA,DATA,ESTA,TAUT,TMSU
R-020;thursday;E;50;;R-020_thursday_E;AUDA,DATA,ESTA,TAUT,TMSU
R-020;tuesday;E;50;;R-020_tuesday_E;AUDA,DATA,ESTA,TAUT,TMSU
R-020;wednesday;E;50;;R-020_wednesday_E;AUDA,DATA,ESTA,TAUT,TMSU
R-020;friday;F;50;;R-020_friday_F;AUDA,DATA,ESTA,TAUT,TMSU
R-020;monday;F;50;;R-020_monday_F;AUDA,DATA,ESTA,TAUT,TMSU
R-020;saturday;F;50;;R-020_saturday_F;AUDA,DATA,ESTA,TAUT,TMSU
R-020;sunday;F;50;;R-020_sunday_F;AUDA,DATA,ESTA,TAUT,TMSU
R-020;thursday;F;50;;R-020_thursday_F;AUDA,DATA,ESTA,TAUT,TMSU
R-020;tuesday;F;50;;R-020_tuesday_F;AUDA,DATA,ESTA,TAUT,TMSU
R-020;wednesday;F;50;;R-020_wednesday_F;AUDA,DATA,ESTA,TAUT,TMSU
R-020;friday;G;50;;R-020_friday_G;AUDA,DATA,ESTA,TAUT,TMSU
R-020;monday;G;50;;R-020_monday_G;AUDA,DATA,ESTA,TAUT,TMSU
R-020;saturday;G;50;;R-020_saturday_G;AUDA,DATA,ESTA,TAUT,TMSU
R-020;sunday;G;50;;R-020_sunday_G;AUDA,DATA,ESTA,TAUT,TMSU
R-020;thursday;G;50;;R-020_thursday_G;AUDA,DATA,ESTA,TAUT,TMSU
R-020;tuesday;G;50;;R-020_tuesday_G;AUDA,DATA,ESTA,TAUT,TMSU
R-020;wednesday;G;50;;R-020_wednesday_G;AUDA,DATA,ESTA,TAUT,TMSU
R-021;friday;A;50;;R-021_friday_A;AUDA,DATA,ESTA,TAUT,TMSU
R-021;monday;A;50;;R-021_monday_A;AUDA,DATA,ESTA,TAUT,TMSU
R-021;saturday;A;50;;R-021_saturday_A;AUDA,DATA,ESTA,TAUT,TMSU
R-021;sunday;A;50;;R-021_sunday_A;AUDA,DATA,ESTA,TAUT,TMSU
R-021;thursday;A;50;;R-021_thursday_A;AUDA,DATA,ESTA,TAUT,TMSU
R-021;tuesday;A;50;;R-021_tuesday_A;AUDA,DATA,ESTA,TAUT,TMSU
R-021;wednesday;A;50;;R-021_wednesday_A;AUDA,DATA,ESTA,TAUT,TMSU
R-021;friday;B;50;;R-021_friday_B;AUDA,DATA,ESTA,TAUT,TMSU
R-021;monday;B;50;;R-021_monday_B;AUDA,DATA,ESTA,TAUT,TMSU
R-021;saturday;B;50;;R-021_saturday_B;AUDA,DATA,ESTA,TAUT,TMSU
R-021;sunday;B;50;;R-021_sunday_B;AUDA,DATA,ESTA,TAUT,TMSU
R-021;thursday;B;50;;R-021_thursday_B;AUDA,DATA,ESTA,TAUT,TMSU
R-021;tuesday;B;50;;R-021_tuesday_B;AUDA,DATA,ESTA,TAUT,TMSU
R-021;wednesday;B;50;;R-021_wednesday_B;AUDA,DATA,ESTA,TAUT,TMSU
R-021;friday;C;50;;R-021_friday_C;AUDA,DATA,ESTA,TAUT,TMSU
R-021;monday;C;50;;R-021_monday_C;AUDA,DATA,ESTA,TAUT,TMSU
R-021;saturday;C;50;;R-021_saturday_C;AUDA,DATA,ESTA,TAUT,TMSU
R-021;sunday;C;50;;R-021_sunday_C;AUDA,DATA,ESTA,TAUT,TMSU
R-021;tuesday;C;50;;R-021_tuesday_C;AUDA,DATA,ESTA,TAUT,TMSU
R-021;wednesday;C;50;;R-021_wednesday_C;AUDA,DATA,ESTA,TAUT,TMSU
R-021;friday;D;50;;R-021_friday_D;AUDA,DATA,ESTA,TAUT,TMSU
R-021;monday;D;50;;R-021_monday_D;AUDA,DATA,ESTA,TAUT,TMSU
R-021;saturday;D;50;;R-021_saturday_D;AUDA,DATA,ESTA,TAUT,TMSU
R-021;sunday;D;50;;R-021_sunday_D;AUDA,DATA,ESTA,TAUT,TMSU
R-021;thursday;D;50;;R-021_thursday_D;AUDA,DATA,ESTA,TAUT,TMSU
R-021;tuesday;D;50;;R-021_tuesday_D;AUDA,DATA,ESTA,TAUT,TMSU
R-021;wednesday;D;50;;R-021_wednesday_D;AUDA,DATA,ESTA,TAUT,TMSU
R-021;friday;E;50;;R-021_friday_E;AUDA,DATA,ESTA,TAUT,TMSU
R-021;monday;E;50;;R-021_monday_E;AUDA,DATA,ESTA,TAUT,TMSU
R-021;saturday;E;50;;R-021_saturday_E;AUDA,DATA,ESTA,TAUT,TMSU
R-021;sunday;E;50;;R-021_sunday_E;AUDA,DATA,ESTA,TAUT,TMSU
R-021;thursday;E;50;;R-021_thursday_E;AUDA,DATA,ESTA,TAUT,TMSU
R-021;tuesday;E;50;;R-021_tuesday_E;AUDA,DATA,ESTA,TAUT,TMSU
R-021;wednesday;E;50;;R-021_wednesday_E;AUDA,DATA,ESTA,TAUT,TMSU
R-021;friday;F;50;;R-021_friday_F;AUDA,DATA,ESTA,TAUT,TMSU
R-021;monday;F;50;;R-021_monday_F;AUDA,DATA,ESTA,TAUT,TMSU
R-021;saturday;F;50;;R-021_saturday_F;AUDA,DATA,ESTA,TAUT,TMSU
R-021;sunday;F;50;;R-021_sunday_F;AUDA,DATA,ESTA,TAUT,TMSU
R-021;thursday;F;50;;R-021_thursday_F;AUDA,DATA,ESTA,TAUT,TMSU
R-021;tuesday;F;50;;R-021_tuesday_F;AUDA,DATA,ESTA,TAUT,TMSU
R-021;wednesday;F;50;;R-021_wednesday_F;AUDA,DATA,ESTA,TAUT,TMSU
R-021;friday;G;50;;R-021_friday_G;AUDA,DATA,ESTA,TAUT,TMSU
R-021;monday;G;50;;R-021_monday_G;AUDA,DATA,ESTA,TAUT,TMSU
R-021;saturday;G;50;;R-021_saturday_G;AUDA,DATA,ESTA,TAUT,TMSU
R-021;sunday;G;50;;R-021_sunday_G;AUDA,DATA,ESTA,TAUT,TMSU
R-021;thursday;G;50;;R-021_thursday_G;AUDA,DATA,ESTA,TAUT,TMSU
R-021;tuesday;G;50;;R-021_tuesday_G;AUDA,DATA,ESTA,TAUT,TMSU
R-021;wednesday;G;50;;R-021_wednesday_G;AUDA,DATA,ESTA,TAUT,TMSU
R-022;friday;A;70;;R-022_friday_A;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-022;monday;A;70;;R-022_monday_A;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-022;saturday;A;70;;R-022_saturday_A;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-022;sunday;A;70;;R-022_sunday_A;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-022;thursday;A;70;;R-022_thursday_A;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-022;tuesday;A;70;;R-022_tuesday_A;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-022;wednesday;A;70;;R-022_wednesday_A;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-022;friday;B;70;;R-022_friday_B;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-022;monday;B;70;;R-022_monday_B;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-022;saturday;B;70;;R-022_saturday_B;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-022;sunday;B;70;;R-022_sunday_B;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-022;thursday;B;70;;R-022_thursday_B;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-022;tuesday;B;70;;R-022_tuesday_B;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-022;wednesday;B;70;;R-022_wednesday_B;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-022;friday;C;70;;R-022_friday_C;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-022;monday;C;70;;R-022_monday_C;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-022;saturday;C;70;;R-022_saturday_C;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-022;sunday;C;70;;R-022_sunday_C;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-022;tuesday;C;70;;R-022_tuesday_C;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-022;wednesday;C;70;;R-022_wednesday_C;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-022;friday;D;70;;R-022_friday_D;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-022;monday;D;70;;R-022_monday_D;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-022;saturday;D;70;;R-022_saturday_D;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-022;sunday;D;70;;R-022_sunday_D;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-022;thursday;D;70;;R-022_thursday_D;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-022;tuesday;D;70;;R-022_tuesday_D;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-022;wednesday;D;70;;R-022_wednesday_D;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-022;friday;E;70;;R-022_friday_E;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-022;monday;E;70;;R-022_monday_E;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-022;saturday;E;70;;R-022_saturday_E;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-022;sunday;E;70;;R-022_sunday_E;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-022;thursday;E;70;;R-022_thursday_E;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-022;tuesday;E;70;;R-022_tuesday_E;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-022;wednesday;E;70;;R-022_wednesday_E;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-022;friday;F;70;;R-022_friday_F;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-022;monday;F;70;;R-022_monday_F;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-022;saturday;F;70;;R-022_saturday_F;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-022;sunday;F;70;;R-022_sunday_F;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-022;thursday;F;70;;R-022_thursday_F;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-022;tuesday;F;70;;R-022_tuesday_F;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-022;wednesday;F;70;;R-022_wednesday_F;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-022;friday;G;70;;R-022_friday_G;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-022;monday;G;70;;R-022_monday_G;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-022;saturday;G;70;;R-022_saturday_G;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-022;sunday;G;70;;R-022_sunday_G;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-022;thursday;G;70;;R-022_thursday_G;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-022;tuesday;G;70;;R-022_tuesday_G;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-022;wednesday;G;70;;R-022_wednesday_G;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-023;friday;A;50;;R-023_friday_A;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-023;monday;A;50;;R-023_monday_A;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-023;saturday;A;50;;R-023_saturday_A;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-023;sunday;A;50;;R-023_sunday_A;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-023;thursday;A;50;;R-023_thursday_A;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-023;tuesday;A;50;;R-023_tuesday_A;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-023;wednesday;A;50;;R-023_wednesday_A;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-023;friday;B;50;;R-023_friday_B;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-023;monday;B;50;;R-023_monday_B;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-023;saturday;B;50;;R-023_saturday_B;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-023;sunday;B;50;;R-023_sunday_B;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-023;thursday;B;50;;R-023_thursday_B;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-023;tuesday;B;50;;R-023_tuesday_B;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-023;wednesday;B;50;;R-023_wednesday_B;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-023;friday;C;50;;R-023_friday_C;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-023;monday;C;50;;R-023_monday_C;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-023;saturday;C;50;;R-023_saturday_C;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-023;sunday;C;50;;R-023_sunday_C;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-023;tuesday;C;50;;R-023_tuesday_C;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-023;wednesday;C;50;;R-023_wednesday_C;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-023;friday;D;50;;R-023_friday_D;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-023;monday;D;50;;R-023_monday_D;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-023;saturday;D;50;;R-023_saturday_D;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-023;sunday;D;50;;R-023_sunday_D;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-023;thursday;D;50;;R-023_thursday_D;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-023;tuesday;D;50;;R-023_tuesday_D;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-023;wednesday;D;50;;R-023_wednesday_D;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-023;friday;E;50;;R-023_friday_E;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-023;monday;E;50;;R-023_monday_E;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-023;saturday;E;50;;R-023_saturday_E;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-023;sunday;E;50;;R-023_sunday_E;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-023;thursday;E;50;;R-023_thursday_E;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-023;tuesday;E;50;;R-023_tuesday_E;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-023;wednesday;E;50;;R-023_wednesday_E;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-023;friday;F;50;;R-023_friday_F;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-023;monday;F;50;;R-023_monday_F;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-023;saturday;F;50;;R-023_saturday_F;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-023;sunday;F;50;;R-023_sunday_F;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-023;thursday;F;50;;R-023_thursday_F;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-023;tuesday;F;50;;R-023_tuesday_F;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-023;wednesday;F;50;;R-023_wednesday_F;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-023;friday;G;50;;R-023_friday_G;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-023;monday;G;50;;R-023_monday_G;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-023;saturday;G;50;;R-023_saturday_G;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-023;sunday;G;50;;R-023_sunday_G;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-023;thursday;G;50;;R-023_thursday_G;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-023;tuesday;G;50;;R-023_tuesday_G;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-023;wednesday;G;50;;R-023_wednesday_G;ACSR,AUDA,DATA,ESTA,TAUT,TMMR
R-024;friday;A;28;;R-024_friday_A;AUDA,DELT,ESTA,TMAN,TMSU
R-024;monday;A;28;;R-024_monday_A;AUDA,DELT,ESTA,TMAN,TMSU
R-024;saturday;A;28;;R-024_saturday_A;AUDA,DELT,ESTA,TMAN,TMSU
R-024;sunday;A;28;;R-024_sunday_A;AUDA,DELT,ESTA,TMAN,TMSU
R-024;thursday;A;28;;R-024_thursday_A;AUDA,DELT,ESTA,TMAN,TMSU
R-024;tuesday;A;28;;R-024_tuesday_A;AUDA,DELT,ESTA,TMAN,TMSU
R-024;wednesday;A;28;;R-024_wednesday_A;AUDA,DELT,ESTA,TMAN,TMSU
R-024;friday;B;28;;R-024_friday_B;AUDA,DELT,ESTA,TMAN,TMSU
R-024;monday;B;28;;R-024_monday_B;AUDA,DELT,ESTA,TMAN,TMSU
R-024;sunday;B;28;;R-024_sunday_B;AUDA,DELT,ESTA,TMAN,TMSU
R-024;thursday;B;28;;R-024_thursday_B;AUDA,DELT,ESTA,TMAN,TMSU
R-024;tuesday;B;28;;R-024_tuesday_B;AUDA,DELT,ESTA,TMAN,TMSU
R-024;wednesday;B;28;;R-024_wednesday_B;AUDA,DELT,ESTA,TMAN,TMSU
R-024;friday;C;28;;R-024_friday_C;AUDA,DELT,ESTA,TMAN,TMSU
R-024;monday;C;28;;R-024_monday_C;AUDA,DELT,ESTA,TMAN,TMSU
R-024;sunday;C;28;;R-024_sunday_C;AUDA,DELT,ESTA,TMAN,TMSU
R-024;tuesday;C;28;;R-024_tuesday_C;AUDA,DELT,ESTA,TMAN,TMSU
R-024;wednesday;C;28;;R-024_wednesday_C;AUDA,DELT,ESTA,TMAN,TMSU
R-024;monday;D;28;;R-024_monday_D;AUDA,DELT,ESTA,TMAN,TMSU
R-024;saturday;D;28;;R-024_saturday_D;AUDA,DELT,ESTA,TMAN,TMSU
R-024;sunday;D;28;;R-024_sunday_D;AUDA,DELT,ESTA,TMAN,TMSU
R-024;thursday;D;28;;R-024_thursday_D;AUDA,DELT,ESTA,TMAN,TMSU
R-024;tuesday;D;28;;R-024_tuesday_D;AUDA,DELT,ESTA,TMAN,TMSU
R-024;wednesday;D;28;;R-024_wednesday_D;AUDA,DELT,ESTA,TMAN,TMSU
R-024;monday;E;28;;R-024_monday_E;AUDA,DELT,ESTA,TMAN,TMSU
R-024;saturday;E;28;;R-024_saturday_E;AUDA,DELT,ESTA,TMAN,TMSU
R-024;sunday;E;28;;R-024_sunday_E;AUDA,DELT,ESTA,TMAN,TMSU
R-024;thursday;E;28;;R-024_thursday_E;AUDA,DELT,ESTA,TMAN,TMSU
R-024;tuesday;E;28;;R-024_tuesday_E;AUDA,DELT,ESTA,TMAN,TMSU
