termCode;crn;subjCode;crseNumb;title;campus;seats;semester;programsAmount;block;beginTime;endTime;startDate;endDate;monday;tuesday;wednesday;thursday;friday;saturday;sunday;requiredFloor;specialRequirement;crossList;crossListSeats
202520;20933;DAIM;00833;Pr. Operaciones Unitarias Mina;A;45;07;1;A;0810;0940;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;20933;DAIM;00833;Pr. Operaciones Unitarias Mina;A;45;07;1;B;0955;1125;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;20933;DAIM;00833;Pr. Operaciones Unitarias Mina;A;45;07;1;B;0955;1125;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;20934;DAIM;00907;Legislación y Seguridad Minera;A;40;08;1;B;0955;1125;18-08-2025;19-12-2025;Y;;;;;;;;;LCDAIM001;90
202520;20934;DAIM;00907;Legislación y Seguridad Minera;A;40;08;1;C;1140;1310;18-08-2025;19-12-2025;;;Y;;;;;;;LCDAIM001;90
202520;20942;DAIM;00914;Seguridad y Legislación Labora;A;20;08;1;B;0955;1125;18-08-2025;19-12-2025;Y;;;;;;;;;LCDAIM001;90
202520;20942;DAIM;00914;Seguridad y Legislación Labora;A;20;08;1;C;1140;1310;18-08-2025;19-12-2025;;;Y;;;;;;;LCDAIM001;90
202520;20994;EAED;00256;Historia, Geo y Cs Sociales II;A;45;02;1;B;0955;1125;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;20994;EAED;00256;Historia, Geo y Cs Sociales II;A;45;02;1;E;1615;1745;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;20995;EAED;00253;Lenguaje y Comunicación II;A;22;02;1;B;0955;1125;18-08-2025;19-12-2025;;;Y;;;;;;;;
202520;20995;EAED;00253;Lenguaje y Comunicación II;A;22;02;1;B;0955;1125;18-08-2025;19-12-2025;Y;;;;;;;;;;
202520;20996;EAED;00254;Educación Matemática II;A;22;02;1;C;1140;1310;18-08-2025;19-12-2025;;;Y;;;;;;;;
202520;20996;EAED;00254;Educación Matemática II;A;22;02;1;C;1140;1310;18-08-2025;19-12-2025;Y;;;;;;;;;;
202520;20997;EAED;00255;Ciencias Naturales II;A;45;02;1;D;1430;1600;18-08-2025;19-12-2025;;;;;Y;;;;;;
202520;20997;EAED;00255;Ciencias Naturales II;A;45;02;1;E;1615;1745;18-08-2025;19-12-2025;Y;;;;;;;;;;
202520;21004;DAIQ;00770;Mecánica de Fluídos;A;40;04;7;C;1140;1310;18-08-2025;19-12-2025;;;;;Y;;;;;LCDAIQ001;50
202520;21004;DAIQ;00770;Mecánica de Fluídos;A;40;04;7;E;1615;1745;18-08-2025;19-12-2025;;Y;;;;;;;;LCDAIQ001;50
202520;21004;DAIQ;00770;Mecánica de Fluídos;A;40;04;7;F;1800;1930;18-08-2025;19-12-2025;;Y;;;;;;;;LCDAIQ001;50
202520;21005;EAED;00210;Psicología Educ. y Escolar;A;30;02;3;B;0955;1125;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;21005;EAED;00210;Psicología Educ. y Escolar;A;30;02;3;E;1615;1745;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21006;DAIQ;00800;Ing. y Desarrollo Sustentable;A;70;04;8;F;1800;1930;18-08-2025;19-12-2025;;;;;Y;;;;;LCDAIQ002;90
202520;21006;DAIQ;00800;Ing. y Desarrollo Sustentable;A;70;04;8;F;1800;1930;18-08-2025;19-12-2025;;;Y;;;;;;;LCDAIQ002;90
202520;21006;DAIQ;00800;Ing. y Desarrollo Sustentable;A;70;04;8;G;1945;2115;18-08-2025;19-12-2025;;;Y;;;;;;;LCDAIQ002;90
202520;21007;DAIQ;00800;Ing. y Desarrollo Sustentable;A;60;04;8;F;1800;1930;18-08-2025;19-12-2025;;;;;Y;;;;;LCDAIQ003;80
202520;21007;DAIQ;00800;Ing. y Desarrollo Sustentable;A;60;04;8;F;1800;1930;18-08-2025;19-12-2025;;;Y;;;;;;;LCDAIQ003;80
202520;21007;DAIQ;00800;Ing. y Desarrollo Sustentable;A;60;04;8;G;1945;2115;18-08-2025;19-12-2025;;;Y;;;;;;;LCDAIQ003;80
202520;21008;EAED;00210;Psicología Educ. y Escolar;A;45;02;3;D;1430;1600;18-08-2025;19-12-2025;;;Y;;;;;;;;
202520;21008;EAED;00210;Psicología Educ. y Escolar;A;45;02;3;D;1430;1600;18-08-2025;19-12-2025;Y;;;;;;;;;;
202520;21010;DAIQ;00807;Mat. de Ing. y Diseño Mecánico;A;30;08;1;B;0955;1125;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21010;DAIQ;00807;Mat. de Ing. y Diseño Mecánico;A;30;08;1;B;0955;1125;18-08-2025;19-12-2025;Y;;;;;;;;;;
202520;21010;DAIQ;00807;Mat. de Ing. y Diseño Mecánico;A;30;08;1;C;1140;1310;18-08-2025;19-12-2025;;;Y;;;;;;;;
202520;21012;EAED;00252;Educación y Vocación;A;30;02;2;F;1800;1930;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;21012;EAED;00252;Educación y Vocación;A;30;02;2;F;1800;1930;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21013;DAIQ;00608;Ingeniería de Fluídos;A;35;06;1;B;0955;1125;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21013;DAIQ;00608;Ingeniería de Fluídos;A;35;06;1;C;1140;1310;18-08-2025;19-12-2025;;;Y;;;;;;;;
202520;21013;DAIQ;00608;Ingeniería de Fluídos;A;35;06;1;C;1140;1310;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21027;EAED;00610;Escuela y Liderazgo Pedagógico;A;35;06;2;E;1615;1745;18-08-2025;19-12-2025;;;;;Y;;;;;;
202520;21035;EAED;00220;El Sistema Escolar;A;30;02;2;F;1800;1930;18-08-2025;19-12-2025;;;;;Y;;;;;;
202520;21035;EAED;00220;El Sistema Escolar;A;30;02;2;F;1800;1930;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21050;DAMA;00871;Historia de la Matemática;A;15;08;1;E;1615;1745;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;21084;DAMA;00609;Calculo Numerico;A;5;06;1;A;0810;0940;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21132;DAQU;00404;Gestión de Laboratorio;A;18;04;2;;0810;0930;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21133;DAQU;00406;Química Analítica I;A;12;04;1;B;0955;1125;18-08-2025;19-12-2025;;;;Y;;;;;;LCDAQU013;22
202520;21133;DAQU;00406;Química Analítica I;A;12;04;1;B;0955;1125;18-08-2025;19-12-2025;;Y;;;;;;;;LCDAQU013;22
202520;21137;DAQU;00407;Química Inorgánica II;A;10;04;1;A;0810;0940;18-08-2025;19-12-2025;;;;;Y;;;;;;
202520;21137;DAQU;00407;Química Inorgánica II;A;10;04;1;D;1430;1600;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21139;DAQU;00405;Quimica Orgánica;A;10;04;1;C;1140;1310;18-08-2025;19-12-2025;;;Y;;;;;;;;
202520;21141;DAQU;00435;Química Orgánica I;A;10;04;1;A;0810;0940;18-08-2025;19-12-2025;;;Y;;;;;;;;
202520;21141;DAQU;00435;Química Orgánica I;A;10;04;1;A;0810;0940;18-08-2025;19-12-2025;Y;;;;;;;;;;
202520;21142;DAQU;00435;Química Orgánica I;A;10;04;1;E;1615;1745;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21152;DAQU;00203;Quimica General II;A;20;02;2;D;1430;1600;18-08-2025;19-12-2025;;;Y;;;;;;;;
202520;21154;DAQU;00407;Química Inorgánica II;A;10;04;1;B;0955;1125;18-08-2025;19-12-2025;;;;;Y;;;;;;
202520;21157;DAQU;00201;Quimica Para Fisica;A;35;02;1;F;1800;1930;18-08-2025;19-12-2025;Y;;;;;;;;;;
202520;21158;DAQU;00630;Química Cuántica;A;10;06;1;D;1430;1600;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21159;DAQU;00406;Química Analítica I;A;11;04;1;A;0810;0940;18-08-2025;19-12-2025;;;;Y;;;;;;LCDAQU014;21
202520;21164;DAIQ;00805;Pr. Trat. y Gest. de Res. Sóli;A;25;08;1;B;0955;1125;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21164;DAIQ;00805;Pr. Trat. y Gest. de Res. Sóli;A;25;08;1;C;1140;1310;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21182;DAEC;00302;Estadistica Ii;A;45;03;3;E;1615;1745;18-08-2025;19-12-2025;;;Y;;;;;;;;
202520;21182;DAEC;00302;Estadistica Ii;A;45;03;3;E;1615;1745;18-08-2025;19-12-2025;Y;;;;;;;;;;
202520;21200;EAED;00410;Diseño y Método de Enseñanza 1;A;30;04;3;F;1800;1930;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21200;EAED;00410;Diseño y Método de Enseñanza 1;A;30;04;3;F;1800;1930;18-08-2025;19-12-2025;Y;;;;;;;;;;
202520;21201;EAED;00430;El Aula Ambiente Aprendizaje;A;30;04;3;E;1615;1745;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;21201;EAED;00430;El Aula Ambiente Aprendizaje;A;30;04;3;E;1615;1745;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21202;EAED;00420;Evaluación Exp de Aprendizaje;A;30;04;3;D;1430;1600;18-08-2025;19-12-2025;;;;;Y;;;;;;
202520;21202;EAED;00420;Evaluación Exp de Aprendizaje;A;30;04;3;F;1800;1930;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;21203;EAED;00410;Diseño y Método de Enseñanza 1;A;20;04;3;F;1800;1930;18-08-2025;19-12-2025;;;Y;;;;;;;;
202520;21203;EAED;00410;Diseño y Método de Enseñanza 1;A;20;04;3;F;1800;1930;18-08-2025;19-12-2025;Y;;;;;;;;;;
202520;21204;EAED;00430;El Aula Ambiente Aprendizaje;A;40;04;3;E;1615;1745;18-08-2025;19-12-2025;;;Y;;;;;;;;
202520;21204;EAED;00430;El Aula Ambiente Aprendizaje;A;40;04;3;E;1615;1745;18-08-2025;19-12-2025;Y;;;;;;;;;;
202520;21205;EAED;00420;Evaluación Exp de Aprendizaje;A;30;04;3;E;1615;1745;18-08-2025;19-12-2025;Y;;;;;;;;;;
202520;21205;EAED;00420;Evaluación Exp de Aprendizaje;A;30;04;3;F;1800;1930;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;21206;EAED;00453;Didáctica Lectura y Escritura;A;45;04;1;B;0955;1125;18-08-2025;19-12-2025;;;Y;;;;;;;;
202520;21206;EAED;00453;Didáctica Lectura y Escritura;A;45;04;1;B;0955;1125;18-08-2025;19-12-2025;Y;;;;;;;;;;
202520;21206;EAED;00453;Didáctica Lectura y Escritura;A;45;04;1;C;1140;1310;18-08-2025;19-12-2025;;;;;Y;;;;;;
202520;21210;EAED;00220;El Sistema Escolar;A;30;02;2;F;1800;1930;18-08-2025;19-12-2025;;;;;Y;;;;;;
202520;21210;EAED;00220;El Sistema Escolar;A;30;02;2;F;1800;1930;18-08-2025;19-12-2025;;;Y;;;;;;;;
202520;21212;EAED;00420;Evaluación Exp de Aprendizaje;A;40;04;3;B;0955;1125;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;21212;EAED;00420;Evaluación Exp de Aprendizaje;A;40;04;3;C;1140;1310;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21213;EAED;00430;El Aula Ambiente Aprendizaje;A;30;04;3;D;1430;1600;18-08-2025;19-12-2025;;;Y;;;;;;;;
202520;21213;EAED;00430;El Aula Ambiente Aprendizaje;A;30;04;3;E;1615;1745;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21214;EAED;00210;Psicología Educ. y Escolar;A;35;02;3;D;1430;1600;18-08-2025;19-12-2025;;;Y;;;;;;;;
202520;21214;EAED;00210;Psicología Educ. y Escolar;A;35;02;3;F;1800;1930;18-08-2025;19-12-2025;Y;;;;;;;;;;
202520;21219;EADE;00264;Co. Socio-Jurídica de las Inst;A;102;02;1;A;0810;0940;18-08-2025;19-12-2025;Y;;;;;;;;;;
202520;21219;EADE;00264;Co. Socio-Jurídica de las Inst;A;102;02;1;B;0955;1125;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21220;EADE;00262;Persona y Acto Jurídico;A;72;02;1;D;1430;1600;18-08-2025;19-12-2025;;;;;Y;;;;;;
202520;21220;EADE;00262;Persona y Acto Jurídico;A;72;02;1;D;1430;1600;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;21220;EADE;00262;Persona y Acto Jurídico;A;72;02;1;D;1430;1600;18-08-2025;19-12-2025;;;Y;;;;;;;;
202520;21221;EADE;00263;Int. al Derecho Constitucional;A;50;02;1;C;1140;1310;18-08-2025;19-12-2025;;;Y;;;;;;;;
202520;21221;EADE;00263;Int. al Derecho Constitucional;A;50;02;1;C;1140;1310;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21221;EADE;00263;Int. al Derecho Constitucional;A;50;02;1;C;1140;1310;18-08-2025;19-12-2025;Y;;;;;;;;;;
202520;21222;EADE;00261;Fuentes e Interpr. del Derecho;A;70;02;1;E;1615;1745;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21222;EADE;00261;Fuentes e Interpr. del Derecho;A;70;02;1;E;1615;1745;18-08-2025;19-12-2025;Y;;;;;;;;;;
202520;21223;EADE;00261;Fuentes e Interpr. del Derecho;A;70;02;1;E;1615;1745;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21223;EADE;00261;Fuentes e Interpr. del Derecho;A;70;02;1;E;1615;1745;18-08-2025;19-12-2025;Y;;;;;;;;;;
202520;21224;EADE;00265;Comunicación Jurídica;A;55;02;1;F;1800;1930;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21224;EADE;00265;Comunicación Jurídica;A;55;02;1;F;1800;1930;18-08-2025;19-12-2025;Y;;;;;;;;;;
202520;21225;EADE;00265;Comunicación Jurídica;A;55;02;1;F;1800;1930;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21225;EADE;00265;Comunicación Jurídica;A;55;02;1;F;1800;1930;18-08-2025;19-12-2025;Y;;;;;;;;;;
202520;21226;EADE;00462;Obligaciones;A;80;04;1;B;0955;1125;18-08-2025;19-12-2025;;;;;Y;;;;;;
202520;21226;EADE;00462;Obligaciones;A;80;04;1;B;0955;1125;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;21227;EADE;00362;Bienes;A;62;03;1;A;0810;0940;18-08-2025;19-12-2025;;;Y;;;;;;;;
202520;21227;EADE;00362;Bienes;A;62;03;1;A;0810;0940;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21227;EADE;00362;Bienes;A;62;03;1;A;0810;0940;18-08-2025;19-12-2025;Y;;;;;;;;;;
202520;21228;EADE;00463;Derecho Internacional Público;A;98;04;1;E;1615;1745;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;21228;EADE;00463;Derecho Internacional Público;A;98;04;1;E;1615;1745;18-08-2025;19-12-2025;;;Y;;;;;;;;
202520;21229;EADE;00461;Fund. del Derecho Procesal II;A;60;04;1;D;1430;1600;18-08-2025;19-12-2025;;;Y;;;;;;;;
202520;21229;EADE;00461;Fund. del Derecho Procesal II;A;60;04;1;D;1430;1600;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21229;EADE;00461;Fund. del Derecho Procesal II;A;60;04;1;D;1430;1600;18-08-2025;19-12-2025;Y;;;;;;;;;;
202520;21230;EADE;00465;Mo. de Integración Jurídica I;A;100;04;1;D;1430;1600;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;21231;EADE;00464;Derecho Comercial;A;96;04;1;B;0955;1125;18-08-2025;19-12-2025;;;Y;;;;;;;;
202520;21231;EADE;00464;Derecho Comercial;A;96;04;1;B;0955;1125;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21231;EADE;00464;Derecho Comercial;A;96;04;1;B;0955;1125;18-08-2025;19-12-2025;Y;;;;;;;;;;
202520;21232;EADE;00562;Co. Civiles y Mercantiles I;A;65;05;1;B;0955;1125;18-08-2025;19-12-2025;;;Y;;;;;;;;
202520;21232;EADE;00562;Co. Civiles y Mercantiles I;A;65;05;1;C;1140;1310;18-08-2025;19-12-2025;;;;;Y;;;;;;
202520;21233;EADE;00665;Derecho Penal: Parte Gral II;A;93;06;1;E;1615;1745;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21233;EADE;00665;Derecho Penal: Parte Gral II;A;93;06;1;E;1615;1745;18-08-2025;19-12-2025;Y;;;;;;;;;;
202520;21234;EADE;00666;Filosofía del Derecho;A;80;06;1;F;1800;1930;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;21234;EADE;00666;Filosofía del Derecho;A;80;06;1;F;1800;1930;18-08-2025;19-12-2025;;;Y;;;;;;;;
202520;21235;EADE;00664;Co. Civiles y Mercantiles II;A;70;06;1;A;0810;0940;18-08-2025;19-12-2025;;;;;Y;;;;;;
202520;21235;EADE;00664;Co. Civiles y Mercantiles II;A;70;06;1;A;0810;0940;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;21235;EADE;00664;Co. Civiles y Mercantiles II;A;70;06;1;A;0810;0940;18-08-2025;19-12-2025;;;Y;;;;;;;;
202520;21236;EADE;00663;Der. Const. y Der. Humanos II;A;60;06;1;B;0955;1125;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21236;EADE;00663;Der. Const. y Der. Humanos II;A;60;06;1;B;0955;1125;18-08-2025;19-12-2025;Y;;;;;;;;;;
202520;21236;EADE;00663;Der. Const. y Der. Humanos II;A;60;06;1;E;1615;1745;18-08-2025;19-12-2025;;;Y;;;;;;;;
202520;21237;EADE;00662;Responsab. Extracontractual;A;50;06;1;D;1430;1600;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21237;EADE;00662;Responsab. Extracontractual;A;50;06;1;D;1430;1600;18-08-2025;19-12-2025;Y;;;;;;;;;;
202520;21238;EADE;00661;Juicio Ejec. y Proc. Especiale;A;95;06;1;C;1140;1310;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21238;EADE;00661;Juicio Ejec. y Proc. Especiale;A;95;06;1;C;1140;1310;18-08-2025;19-12-2025;Y;;;;;;;;;;
202520;21239;EADE;00762;Derecho de Familia;A;30;07;1;C;1140;1310;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21239;EADE;00762;Derecho de Familia;A;30;07;1;C;1140;1310;18-08-2025;19-12-2025;Y;;;;;;;;;;
202520;21240;EADE;00862;Derecho Sucesorio;A;35;08;1;A;0810;0940;18-08-2025;19-12-2025;;;Y;;;;;;;;
202520;21241;EADE;00861;Recursos Procesales Civ. y Pe.;A;70;08;1;C;1140;1310;18-08-2025;19-12-2025;;;;;Y;;;;;;
202520;21241;EADE;00861;Recursos Procesales Civ. y Pe.;A;70;08;1;D;1430;1600;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;21242;EADE;00864;Derecho Individual del Trabajo;A;80;08;1;F;1800;1930;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21242;EADE;00864;Derecho Individual del Trabajo;A;80;08;1;F;1800;1930;18-08-2025;19-12-2025;Y;;;;;;;;;;
202520;21243;EADE;00863;Derecho Administrativo II;A;85;08;1;B;0955;1125;18-08-2025;19-12-2025;;;;;Y;;;;;;
202520;21243;EADE;00863;Derecho Administrativo II;A;85;08;1;B;0955;1125;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;21244;EADE;01061;Clínica Jurídica II;A;15;10;1;E;1615;1745;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;21244;EADE;01061;Clínica Jurídica II;A;15;10;1;E;1615;1745;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21245;EADE;01063;Mo. de Integración Jurídica II;A;50;10;1;B;0955;1125;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;21245;EADE;01063;Mo. de Integración Jurídica II;A;50;10;1;D;1430;1600;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21250;EADE;01062;Seminario de Investigación;A;40;10;1;B;0955;1125;18-08-2025;19-12-2025;Y;;;;;;;;;;
202520;21251;EADE;00964;Metodología de Investigación;A;20;09;1;A;0810;0940;18-08-2025;19-12-2025;;;Y;;;;;;;;
202520;21255;EADE;01061;Clínica Jurídica II;A;15;10;1;E;1615;1745;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;21255;EADE;01061;Clínica Jurídica II;A;15;10;1;E;1615;1745;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21276;EAED;01020;Práctica V;A;6;10;1;F;1800;1930;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;21395;EAED;00454;Didáctica para Matemática I;A;40;04;1;B;0955;1125;18-08-2025;19-12-2025;;;;;Y;;;;;;
202520;21395;EAED;00454;Didáctica para Matemática I;A;40;04;1;C;1140;1310;18-08-2025;19-12-2025;Y;;;;;;;;;;
202520;21419;DATE;01204;Ética y Moral Profesional;A;40;04;49;E;1615;1745;18-08-2025;19-12-2025;;;;;Y;;;;;;
202520;21420;DATE;00058;Dios da para Pensar;A;40;03;42;B;0955;1125;18-08-2025;19-12-2025;;;Y;;;;;;;;
202520;21439;DAQU;00408;Fisioquímica I;A;10;04;1;C;1140;1310;18-08-2025;19-12-2025;;;Y;;;;;;;;
202520;21439;DAQU;00408;Fisioquímica I;A;10;04;1;D;1430;1600;18-08-2025;19-12-2025;Y;;;;;;;;;;
202520;21440;DAQU;00408;Fisioquímica I;A;10;04;1;C;1140;1310;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21441;DAQU;00632;Química Organometálica;A;5;06;1;A;0810;0940;18-08-2025;19-12-2025;;;;;Y;;;;;;
202520;21441;DAQU;00632;Química Organometálica;A;5;06;1;D;1430;1600;18-08-2025;19-12-2025;Y;;;;;;;;;;
202520;21449;DAIQ;00617;Pr. en Instr. y Control de Pro;A;10;06;1;D;1430;1600;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;21449;DAIQ;00617;Pr. en Instr. y Control de Pro;A;10;06;1;E;1615;1745;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;21449;DAIQ;00617;Pr. en Instr. y Control de Pro;A;10;06;1;E;1615;1745;18-08-2025;19-12-2025;;;Y;;;;;;;;
202520;21463;DAMA;00135;Cálculo I;A;80;01;12;B;0955;1125;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;21463;DAMA;00135;Cálculo I;A;80;01;12;B;0955;1125;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21463;DAMA;00135;Cálculo I;A;80;01;12;B;0955;1125;18-08-2025;19-12-2025;Y;;;;;;;;;;
202520;21463;DAMA;00135;Cálculo I;A;80;01;12;D;1430;1600;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21464;DAMA;00136;Álgebra I;A;80;01;12;A;0810;0940;18-08-2025;19-12-2025;Y;;;;;;;;;;
202520;21464;DAMA;00136;Álgebra I;A;80;01;12;B;0955;1125;18-08-2025;19-12-2025;;;Y;;;;;;;;
202520;21464;DAMA;00136;Álgebra I;A;80;01;12;C;1140;1310;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21464;DAMA;00136;Álgebra I;A;80;01;12;D;1430;1600;18-08-2025;19-12-2025;Y;;;;;;;;;;
202520;21465;DAMA;00137;Cálculo I;A;80;01;4;B;0955;1125;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21465;DAMA;00137;Cálculo I;A;80;01;4;C;1140;1310;18-08-2025;19-12-2025;Y;;;;;;;;;;
202520;21465;DAMA;00137;Cálculo I;A;80;01;4;E;1615;1745;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;21466;DAMA;00138;Álgebra I;A;65;01;4;C;1140;1310;18-08-2025;19-12-2025;;;;;Y;;;;;;
202520;21466;DAMA;00138;Álgebra I;A;65;01;4;C;1140;1310;18-08-2025;19-12-2025;;;Y;;;;;;;;
202520;21466;DAMA;00138;Álgebra I;A;65;01;4;C;1140;1310;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21549;EAED;00652;Diseño y Método de Enseñanza 2;A;40;06;2;A;0810;0940;18-08-2025;19-12-2025;;;;;Y;;;;;;
202520;21549;EAED;00652;Diseño y Método de Enseñanza 2;A;40;06;2;A;0810;0940;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21550;EAED;00652;Diseño y Método de Enseñanza 2;A;30;06;2;E;1615;1745;18-08-2025;19-12-2025;;;Y;;;;;;;;
202520;21550;EAED;00652;Diseño y Método de Enseñanza 2;A;30;06;2;E;1615;1745;18-08-2025;19-12-2025;Y;;;;;;;;;;
202520;21561;DAFI;00101;Introduccion A La Fisica;A;24;01;1;A;0810;0940;18-08-2025;19-12-2025;;;;;Y;;;;;LCDAFI001;60
202520;21561;DAFI;00101;Introduccion A La Fisica;A;24;01;1;A;0810;0940;18-08-2025;19-12-2025;;;;Y;;;;;;LCDAFI001;60
202520;21561;DAFI;00101;Introduccion A La Fisica;A;24;01;1;A;0810;0940;18-08-2025;19-12-2025;;Y;;;;;;;;LCDAFI001;60
202520;21566;EAED;00452;El Sistema Escolar;A;40;04;1;F;1800;1930;18-08-2025;19-12-2025;Y;;;;;;;;;;
202520;21567;EAED;00652;Diseño y Método de Enseñanza 2;A;30;06;2;F;1800;1930;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;21567;EAED;00652;Diseño y Método de Enseñanza 2;A;30;06;2;F;1800;1930;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21568;EAED;00653;Evaluación Contextos Diversos;A;40;06;2;D;1430;1600;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;21568;EAED;00653;Evaluación Contextos Diversos;A;40;06;2;D;1430;1600;18-08-2025;19-12-2025;;;Y;;;;;;;;
202520;21569;EAED;00654;Convivencia Escolar;A;40;06;1;B;0955;1125;18-08-2025;19-12-2025;;;;;Y;;;;;;
202520;21569;EAED;00654;Convivencia Escolar;A;40;06;1;B;0955;1125;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21570;EAED;00655;Investigación para el Aula II;A;40;06;1;E;1615;1745;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21570;EAED;00655;Investigación para el Aula II;A;40;06;1;F;1800;1930;18-08-2025;19-12-2025;;;Y;;;;;;;;
202520;21571;EAED;00656;Práctica III;A;10;06;1;E;1615;1745;18-08-2025;19-12-2025;;;Y;;;;;;;;
202520;21572;EAED;06500;Didáctica Comprensión Lectura;A;15;06;1;F;1800;1930;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;21572;EAED;06500;Didáctica Comprensión Lectura;A;15;06;1;F;1800;1930;18-08-2025;19-12-2025;Y;;;;;;;;;;
202520;21573;EAED;06501;Álgebra para la Enseñanza;A;15;06;1;E;1615;1745;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;21573;EAED;06501;Álgebra para la Enseñanza;A;15;06;1;E;1615;1745;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21574;EAED;06503;Materia y sus Transformaciones;A;15;06;1;C;1140;1310;18-08-2025;19-12-2025;;;;;Y;;;;;;
202520;21574;EAED;06503;Materia y sus Transformaciones;A;15;06;1;D;1430;1600;18-08-2025;19-12-2025;Y;;;;;;;;;;
202520;21578;DAMA;00135;Cálculo I;A;80;01;12;B;0955;1125;18-08-2025;19-12-2025;;;;Y;;;;;;;
202520;21578;DAMA;00135;Cálculo I;A;80;01;12;B;0955;1125;18-08-2025;19-12-2025;;Y;;;;;;;;;
202520;21578;DAMA;00135;Cálculo I;A;80;01;12;B;0955;1125;18-08-2025;19-12-2025;Y;;;;;;;;;;
